Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return,Volatility,SMA_3,SMA_12,SMA_24,EMA_6,EMA_12,MACD,Signal Line,Histogram,RSI,Middle Band,Upper Band,Lower Band
2020-09-01,59.400001525878906,78.95999908447266,50.459999084472656,52.79999923706055,52.79999923706055,227617,,,,,,,52.79999923706055,52.79999923706055,0.0,0.0,0.0,,52.79999923706055,52.79999923706055,52.79999923706055
2020-10-01,56.279998779296875,60.0,47.7599983215332,51.0,51.0,117552,-0.0340908951338984,-0.03468554353827906,,,,,52.28571374075753,52.52307627751277,-0.14358968272847505,-0.028717936545695013,-0.11487174618278004,0.0,51.89999961853027,53.69999885559082,50.10000038146973
2020-11-01,48.9119987487793,63.0,43.79999923706055,54.2400016784668,54.2400016784668,71848,0.06352944467581945,0.06159304185299809,,52.68000030517578,,,52.84408172296018,52.78721864689031,0.004009300113835934,-0.022172489213788827,0.02618178932762476,64.2857359109783,52.68000030517578,55.33088822024979,50.02911239010177
2020-12-01,54.2400016784668,75.4800033569336,48.47999954223633,58.20000076293945,58.20000076293945,121202,0.07300883041905903,0.07046669326899346,,54.480000813802086,,,54.374344305811405,53.61995435705171,0.4355012016705757,0.06936224896308409,0.36613895270749164,80.00000847710504,54.0600004196167,59.36313240401964,48.75686843521376
2021-01-01,58.20000076293945,108.72000122070312,49.20000076293945,53.040000915527344,53.040000915527344,229699,-0.08865979003041335,-0.09283900470763684,,55.16000111897787,,,53.993103337158814,53.53073075066335,0.3569777611973137,0.12688535140993001,0.2300924097873837,50.84746356304043,53.85600051879883,58.66894373763459,49.04305729996307
2021-02-01,60.0,107.18399810791016,55.439998626708984,73.31999969482422,73.31999969482422,216467,0.382352911561884,0.323787055670579,,61.52000045776367,,,59.51507372506322,56.57523366514964,1.9091661049163307,0.4833415021112102,1.4258246028051205,79.79094261904231,57.10000038146973,72.25831122195007,41.94168954098939
2021-03-01,74.27999877929688,81.5999984741211,48.119998931884766,49.68000030517578,49.68000030517578,97443,-0.3224222516099823,-0.3892309750412065,,58.68000030517578,,,56.70505274795252,55.51442853284597,1.2176992878021053,0.6302130592493893,0.587486228552716,47.31405041456263,56.04000037057059,71.0038192543295,41.07618148681168
2021-04-01,49.79999923706055,51.599998474121094,30.384000778198242,33.84000015258789,33.84000015258789,202656,-0.3188405808229764,-0.3839589045209321,,52.28000005086263,,,50.172180577848344,52.17990108972934,-0.6015148892066691,0.38386746955817763,-0.9853823587648467,37.17532497691675,53.265000343322754,73.55154503116971,32.9784556554758
2021-05-01,34.79999923706055,41.74800109863281,24.239999771118164,28.68000030517578,28.68000030517578,205533,-0.15248226430689016,-0.1654435128749838,,37.40000025431315,,,44.03155764279904,48.56453173825956,-2.43159419076828,-0.1792248625071139,-2.252369328261166,34.74962093012722,50.533333672417534,75.12196693081832,25.94470041401675
2021-06-01,29.280000686645508,54.0,25.920000076293945,33.0,33.0,8416250,0.15062760281925813,0.1403075350943431,,31.84000015258789,,,40.87968403057074,46.169988393911936,-3.493091170002728,-0.8419981240062369,-2.6510930459964914,38.129496534502955,48.78000030517578,74.36927933458806,23.190721275763508
2021-07-01,32.15999984741211,36.84000015258789,24.239999771118164,24.959999084472656,24.959999084472656,1049923,-0.24363639137961646,-0.27923305464503534,,28.87999979654948,,,36.33120261739986,42.90691311553667,-4.926308635086002,-1.65886022622219,-3.267448408863812,34.776902575075056,46.614545648748226,74.5940142817403,18.63507701575616
2021-08-01,24.719999313354492,27.84000015258789,20.040000915527344,24.1200008392334,24.1200008392334,367467,-0.033653777085345005,-0.03423310016837294,,27.359999974568684,44.74000024795532,,32.84228782363802,40.01661891918232,-6.060067949115215,-2.5391017708007952,-3.5209661783144197,34.460338442780426,44.74000024795532,74.27346617718707,15.20653431872357
2021-09-01,24.0,26.399999618530273,20.399999618530273,21.719999313354492,21.719999313354492,277451,-0.09950254736206654,-0.10480794320085096,,23.599999745686848,42.15000025431315,,29.664491106414154,37.20175436443957,-7.070733425714039,-3.445428101783444,-3.625305323930595,33.586818520468356,42.96923094529372,73.88267915853315,12.05578273205428
2021-10-01,21.84000015258789,23.639999389648438,18.899999618530273,19.799999237060547,19.799999237060547,207892,-0.08839779636242606,-0.0925515642840277,,21.87999979654948,39.55000019073486,,26.84606485802741,34.52456126791972,-7.935149592375147,-4.343372399901785,-3.591777192473362,32.91925438858024,41.31428582327707,73.40479911819449,9.223772528359639
2021-11-01,21.84000015258789,22.559999465942383,13.920000076293945,14.399999618530273,14.399999618530273,229342,-0.2727272639699325,-0.3184537190771919,,18.639999389648438,36.230000019073486,,23.290046218171085,31.428474860321344,-8.952738870953922,-5.265245694112213,-3.687493176841709,31.050022374887476,39.52000007629395,73.30516658130745,5.734833571280447
2021-12-01,14.520000457763672,16.799999237060547,10.776000022888184,12.359999656677246,12.359999656677246,531526,-0.14166666777045644,-0.1527627558383789,,15.519999504089355,32.40999992688497,,20.16717577202999,28.494863290529945,-9.810704953738057,-6.174337546037383,-3.636367407700674,30.348926096082394,37.8225000500679,73.07853519127477,2.566464908861029
2022-01-01,12.720000267028809,19.68000030517578,8.279999732971191,9.180000305175781,9.180000305175781,2453332,-0.25728150807702754,-0.29743818637667474,,11.979999860127768,28.75499987602234,,17.027982781500214,25.523345908167766,-10.624772859130442,-7.064424608655995,-3.560348250474447,29.240560606984133,36.13764712389778,72.90107667536819,-0.6257824275726236
2022-02-01,8.904000282287598,11.112000465393066,6.611999988555908,7.920000076293945,7.920000076293945,195316,-0.13725492233060543,-0.14763602241653936,,9.820000012715658,23.30499990781148,,14.425702008584137,22.815138857110256,-11.242008155298741,-7.899941317984544,-3.3420668373141975,28.791879320924323,34.57000006569756,72.5644053297473,-3.4244051983521757
2022-03-01,7.679999828338623,8.711999893188477,4.955999851226807,6.840000152587891,6.840000152587891,225325,-0.13636362541696156,-0.14660346151677833,,7.980000178019206,19.734999895095825,,12.258358621156638,20.35742521026066,-11.683636849568995,-8.656680424301435,-3.02695642526756,28.38976289771753,33.110526386060215,72.11003631909821,-5.8889835469777765
2022-04-01,6.78000020980835,8.96399974822998,6.01200008392334,8.003999710083008,8.003999710083008,173985,0.17017537010649364,0.15715362655734308,,7.587999979654948,17.581999858220417,,11.04282750370703,18.45689821023333,-11.803640712578055,-9.28607248195676,-2.517568230621295,29.532080893074948,31.855200052261353,71.41120902429071,-7.700808919768015
2022-05-01,7.440000057220459,8.279999732971191,5.400000095367432,7.199999809265137,7.199999809265137,132415,-0.10044976635931602,-0.10586038096891703,,7.347999890645345,15.791999816894531,,9.94487673386649,16.725067687007453,-11.827283153319026,-9.794314616229213,-2.032968537089813,29.185766238227686,29.575200080871582,69.29576281031001,-10.145362648566852
2022-06-01,7.199999809265137,7.440000057220459,5.159999847412109,5.519999980926514,5.519999980926514,71750,-0.23333331567269733,-0.26570314269739376,0.627142281331084,6.907999833424886,13.501999815305075,,8.680626233026498,15.001211116841155,-11.845039659826067,-10.204459624948585,-1.6405800348774822,28.435398649035065,27.30120007991791,67.06254964932572,-12.460149489489897
2022-07-01,5.495999813079834,6.216000080108643,4.920000076293945,5.519999980926514,5.519999980926514,67086,0.0,0.0,0.6299601479378729,6.079999923706055,11.881999890009562,,7.7775901609979305,13.542563249777364,-11.72396524572388,-10.508360749103645,-1.2156044966202355,28.435398649035065,24.865199995040893,63.68494836058066,-13.95454837049888
