Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return,Volatility,SMA_3,SMA_12,SMA_24,EMA_6,EMA_12,MACD,Signal Line,Histogram,RSI,Middle Band,Upper Band,Lower Band
1980-03-01,0.0,2.0,1.60493803024292,1.6543209552764893,1.2294169664382935,344253,,,,,,,1.6543209552764893,1.6543209552764893,0.0,0.0,0.0,,1.6543209552764893,1.6543209552764893,1.6543209552764893
1980-04-01,0.0,1.8765430450439453,1.6790119409561157,1.753085970878601,1.3028144836425781,540680,0.05970124194286419,0.0579870211738693,,,,,1.6825395311628069,1.6695155730614295,0.007878690703302382,0.0015757381406604765,0.006302952562641906,100.0,1.7037034630775452,1.802468478679657,1.6049384474754333
1980-05-01,0.0,2.0740740299224854,1.753085970878601,1.753085970878601,1.3028144836425781,831270,0.0,0.0,,1.7201642990112305,,,1.7026956567958909,1.6823725573409944,0.01396166842579527,0.004052924197687435,0.009908744228107835,100.0,1.7201642990112305,1.813280848712895,1.6270477493095659
1980-06-01,0.0,2.1111109256744385,1.7283949851989746,1.888888955116272,1.4037373065948486,1434713,0.07746510239290205,0.07461115490088459,,1.798353632291158,,,1.7558937420302856,1.7141443108448833,0.02940171332219732,0.009122682022589413,0.020279031299607907,100.0,1.7623454630374908,1.9292407177770439,1.5954502082979378
1980-07-01,0.0,2.1111109256744385,1.888888955116272,2.0,1.4863097667694092,1003050,0.05882349228776573,0.057158378778393415,,1.8806583086649578,,,1.8256383871644897,1.7581221091764396,0.05002711147024885,0.0173035679121213,0.03272354355812755,100.0,1.8098763704299927,2.0515997978517833,1.5681529430082022
1980-08-01,0.0,2.444443941116333,2.037036895751953,2.1481480598449707,1.5964069366455078,951075,0.07407402992248535,0.07145892287549253,,2.0123456716537476,,,1.9177840079303414,1.8181261015869827,0.0774345807594008,0.0293297704815772,0.048104810277823595,100.0,1.866254985332489,2.2013114141673857,1.531198556497592
1980-09-01,0.0,2.777777910232544,2.444443941116333,2.4814810752868652,1.8441252708435059,637875,0.1551722721877704,0.14424948626081807,,2.209876378377279,,,2.0788403128893482,1.9201807129254262,0.12461589176752708,0.048386994738767175,0.0762288970287599,100.0,1.9541444267545427,2.484818111865716,1.4234707416433694
1980-10-01,0.0,2.7037041187286377,2.40740704536438,2.40740704536438,1.7890764474868774,286875,-0.02985073336250299,-0.03030533619206289,,2.345678726832072,,,2.1727165221679288,1.995138610223727,0.1542521428283108,0.0695600243566759,0.0846921184716349,91.7808230049867,2.0108022540807724,2.5907124222844318,1.430892085877113
1980-11-01,0.0,2.777777910232544,2.3703699111938477,2.6666669845581055,1.981746792793274,638550,0.10769260632220368,0.10227911871681573,,2.5185183684031167,,,2.313845225707979,2.098450667813631,0.19639527322097883,0.09492707412953649,0.10146819909144233,93.61702652201916,2.0836761130226984,2.7684160497715373,1.3989361762738597
1980-12-01,0.0,2.740741014480591,2.3703699111938477,2.444443941116333,1.8166009187698364,812700,-0.08333363135652172,-0.08701170210588813,,2.5061726570129395,,,2.3511591443960804,2.151680402167893,0.20944807820311606,0.11783127494425241,0.09161680325886365,78.57138915940861,2.119752895832062,2.8044697250135764,1.4350360666505477
1981-01-01,0.0,2.555556058883667,2.259258985519409,2.2962958812713623,1.7065038681030273,517725,-0.06060603696123801,-0.06252033181103928,,2.469135602315267,,,2.335483926360447,2.1739289374145807,0.20546968327894555,0.13535895661119104,0.0701107266677545,70.9677158111758,2.1358022581447256,2.796497997163063,1.4751065191263883
1981-02-01,0.0,2.3703699111938477,2.1481480598449707,2.1481480598449707,1.5964069366455078,417825,-0.06451599841060918,-0.0666912348686435,,2.296295960744222,2.1368310749530792,,2.281959393070311,2.1699626485577177,0.18819311251768722,0.14592578779249027,0.04226732472519695,64.70587483533413,2.1368310749530792,2.7694358965789854,1.504226253327173
1981-03-01,0.0,2.3333330154418945,2.1481480598449707,2.259258985519409,1.678979516029358,716850,0.05172405373326883,0.05043077356999677,,2.234567642211914,2.1872425774733224,,2.2754735623414817,2.183700546551824,0.1813762364762841,0.15301587752924906,0.028360358947035036,66.89654042633217,2.1462486065351047,2.7575277711637085,1.5349694419065012
1981-04-01,0.0,2.59259295463562,2.259258985519409,2.5185189247131348,1.871649146080017,454950,0.11475441321930657,0.10863412344948646,,2.3086419900258384,2.2510286569595337,,2.344915094447668,2.235211066268949,0.19465011807210564,0.16134272563782037,0.033307392434285266,71.08433608791519,2.172839343547821,2.7923065001250222,1.5533721869706196
1981-05-01,0.0,2.59259295463562,2.3333330154418945,2.3333330154418945,1.734027624130249,479250,-0.07352968741036292,-0.07637327630691476,,2.370370308558146,2.299382577339808,,2.3416059290174474,2.2503067507570944,0.18805898276432131,0.16668597706312055,0.021373005701200765,64.78038505213854,2.1835389216740926,2.7873334689409126,1.5797443744072726
1981-06-01,0.0,2.444443941116333,2.2962958812713623,2.3703699111938477,1.7615525722503662,1894725,0.015872957484784456,0.015748299492222215,,2.407407283782959,2.339505990346273,,2.349824209639276,2.2687780062089025,0.1837063757567905,0.17009005680185454,0.013616318954935952,65.44049720687758,2.1952158585190773,2.7867929165573586,1.603638800480796
1981-07-01,2.3333330154418945,2.444443941116333,2.222222089767456,2.3333330154418945,1.734027624130249,384750,-0.015624943422142601,-0.015748299492222194,,2.3456786473592124,2.367283741633097,,2.3451124398685956,2.278709546090901,0.17524818341732384,0.1711216821249484,0.004126501292375434,64.14574791382688,2.203340397161596,2.7809231639826333,1.6257576303405585
1981-08-01,2.222222089767456,2.3333330154418945,2.0740740299224854,2.1111109256744385,1.5688825845718384,220050,-0.09523805144692166,-0.1000834101562129,,2.271604617436727,2.364197313785553,,2.2782548643845506,2.252925142949907,0.14889714597996973,0.16667677489595267,-0.017779628915982948,56.87472173009118,2.1982165376345315,2.7611141162008845,1.6353189590681785
1981-09-01,2.0,2.1111109256744385,1.6296299695968628,1.6296299695968628,1.2110671997070312,428625,-0.2280699465963668,-0.2588613374616263,,2.0246913035710654,2.2932097216447196,,2.0929334658737826,2.157033577818669,0.08814617546895986,0.15097065501055412,-0.06282447954159426,44.97849299663035,2.168290928790444,2.7721586319602762,1.5644232256206114
1981-10-01,1.6296299695968628,1.7407410144805908,1.5925929546356201,1.6666669845581055,1.2385919094085693,352350,0.022727254439487865,0.02247283797066879,,1.802469293276469,2.2314813832441964,,1.971143042640732,2.08159256347089,0.04249926614278099,0.1292763772369995,-0.08677711109421851,45.91563054276581,2.143209731578827,2.7710890537866844,1.5153304093709699
