Date,Open,High,Low,Close,Adj Close,Volume,Simple Return,Log Return,Volatility,SMA_10,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,MACD,Signal Line,Histogram,RSI,Middle Band,Upper Band,Lower Band
2024-06-04,50.47999954223633,50.68000030517578,50.3849983215332,50.66999816894531,50.66999816894531,5800,,,,,,,50.66999816894531,50.66999816894531,50.66999816894531,0.0,0.0,0.0,,50.66999816894531,50.66999816894531,50.66999816894531
2024-06-05,51.45000076293945,52.380001068115234,51.45000076293945,52.380001068115234,52.380001068115234,15400,0.03374783818756777,0.0331908761202693,,,,,50.93307553804838,50.796665050365306,50.73705710616766,0.1364104876830723,0.02728209753661446,0.10912839014645784,100.0,51.52499961853027,53.235002517700195,49.81499671936035
2024-06-06,52.40599822998047,52.4900016784668,52.145999908447266,52.154998779296875,52.154998779296875,16300,-0.004295576254871869,-0.004304828748587392,,,,,51.12106372900969,50.897282363619496,50.79266266197665,0.22378136539019522,0.06658195110733062,0.1571994142828646,88.37200591424347,51.734999338785805,53.25230144125988,50.21769723631173
2024-06-07,52.25,52.59000015258789,52.16999816894531,52.35200119018555,52.35200119018555,14500,0.003777248883128692,0.003770132991931821,,,,,51.31043872303675,51.0050393137355,50.85381319249465,0.3053994093012449,0.11434544274611347,0.1910539665551314,89.44645934015992,51.88924980163574,53.30776054043972,50.47073906283176
2024-06-10,52.25,52.83000183105469,52.04899978637695,52.83000183105469,52.83000183105469,13600,0.009130513256458972,0.00908908212102563,,,,,51.54421766273181,51.14022172242581,50.93131078616367,0.40399594030600383,0.17227554225809155,0.23172039804791228,91.37924986626678,52.07740020751953,53.55257727371515,50.60222314132391
2024-06-11,52.7599983215332,53.040000915527344,52.599998474121094,53.02799987792969,53.02799987792969,13600,0.0037478334282132764,0.0037408277990087476,,,,,51.77249184968532,51.28005714135202,51.01353388780156,0.49243470833330605,0.23630737547313446,0.2561273328601716,91.98711591600077,52.235833485921226,53.7575030365443,50.71416393529815
2024-06-12,53.59000015258789,53.72999954223633,53.4900016784668,53.6349983215332,53.6349983215332,40800,0.011446753507596386,0.011381735120541714,,,,,52.05903130689269,51.45449722877285,51.116336414614565,0.6045340781198405,0.30995271600247565,0.29458136211736485,93.41136230860914,52.43571417672293,54.1513920577893,50.72003629565656
2024-06-13,53.790000915527344,53.880001068115234,53.380001068115234,53.665000915527344,53.665000915527344,14000,0.0005593846356493071,0.0005592282383854398,,,,,52.30610355437494,51.618238242606516,51.21628404210134,0.6878653117684266,0.38553523515566585,0.30233007661276073,93.46874280247329,52.589375019073486,54.38846731599588,50.79028272215109
2024-06-14,53.72999954223633,53.810001373291016,53.5369987487793,53.7599983215332,53.7599983215332,9000,0.0017701929448468157,0.0017686279998800013,,,,,52.52977967239929,51.776887137341824,51.31603754325553,0.7528925350574696,0.45900669513602665,0.2938858399214429,93.64401163373351,52.719444274902344,54.56835542596106,50.87053312384363
2024-06-17,53.75,54.349998474121094,53.56999969482422,54.18600082397461,54.18600082397461,17700,0.007924153938650313,0.007892922709715101,,52.86609992980957,,,52.7845829264878,51.95534000301833,51.428585122891576,0.8292429234694723,0.5330539408027157,0.29618898266675653,94.32673024483849,52.86609992980957,54.82847321750077,50.90372664211837
2024-06-18,54.290000915527344,54.540000915527344,54.20000076293945,54.529998779296875,54.529998779296875,28800,0.006348465472470588,0.006328398848941965,,53.25209999084473,,,53.053108442304584,52.14605546792785,51.550209187848644,0.9070529743767324,0.6078537475175191,0.2991992268592133,94.77953554567807,53.01736346158114,55.11880404672536,50.91592287643692
2024-06-20,55.869998931884766,55.869998931884766,53.86800003051758,54.04899978637695,54.04899978637695,36100,-0.008820814298322377,-0.008859947978005512,,53.4189998626709,,,53.206322495238794,52.287014306331486,51.648200976026224,0.9193081889073085,0.670144635795477,0.24916355311183147,85.26402284198281,53.103333155314125,55.194563137342456,51.012103173285794
2024-06-21,53.880001068115234,54.007999420166016,53.56999969482422,53.88999938964844,53.88999938964844,16400,-0.002941782407758664,-0.0029461179545371887,,53.59249992370606,,,53.3115035559172,52.40575394213274,51.736114639305534,0.9057496137844581,0.7172656313932733,0.1884839823911848,82.52523477706005,53.16384594257061,55.21630929638676,51.11138258875446
